id	name	rarity	description	requirements	effects	end
4550	The Sun-Forge Realized	-2	The relentless heat has reached a fever pitch, melting the very dunes. A master of the eternal flame was seen drawing the blinding glare into a localized furnace, tempering steel with the strength of a dying star.	heat 5|luck 3|pathfire 4|land 1	gold 500|magicitem 4|3d6vis F	
4551	The Sentient Mire	-2	Growth has reached a fever pitch in the wetlands. The very moss seems to think and reach. Your Nature Master has coaxed the vines into forming a protective canopy and gifting rare resins.	swamp 1|growth 5|luck 2|pathnature 4	gold 300|1d6vis N|defence 15	
4552	Echoing Crystal Song	-2	The deep earth hums with saturated magic. Crystals have burst from the cavern walls, vibrating in harmony with the spheres. Your Astral Master has learned to tune these stones to the heavens.	cave 1|magic 5|luck 2|pathastral 4	5d6vis S|researchaff 2	
4553	Abyssal Soul-Harvest	-2	The cold currents carry the weight of a thousand shipwrecks. In this dead sea, your Necromancer has managed to bind the coral-encrusted shades of ancient mariners to your standard.	land 0|death 5|luck 3|pathdeath 4	nation -2|com 181|addequip 2	
4554	Lithic Slumber-Forge	-2	While the people have fallen into a state of total lethargy, your Earth Master has used the absolute stillness of the caves to grow a fortress from the living rock without a single hammer-blow.	cave 1|sloth 5|luck 3|pathearth 4	fort 2|unrest -20	
4555	The Glass Tempest	2	Anarchy has shattered the social order of the waste. In the absence of law, a magical heat-vortex has turned the sands into a swirling storm of razor-sharp glass.	waste 1|chaos 5|heat 3|unluck 3	kill 30|unrest 150|disease 10	
4556	Stagnant Time-Well	-2	The swamp has become so still that time itself seems to thicken. Your Hydromancer has drawn this temporal weight into a liquid state, distilling it into pure power.	swamp 1|sloth 5|magic 3|pathwater 4	3d6vis W|magicitem 3	
4557	The Chimeric Reef	-2	Wild magic has warped the local sea-life into beautiful, terrifying new forms. Your Nature Master has stabilized these mutations, pressing them into your service.	land 0|magic 5|chaos 2|pathnature 4	nation -2|com 394|6d6units 394	
4558	Vault of the Bleached King	-2	The scouring winds of the waste have uncovered the bone-white palace of a long-dead desert sovereign. Your Necromancer has reawakened the silent court.	waste 1|death 5|magic 3|pathdeath 5	gold 1000|com 998|A600 533	
4559	Tectonic Discipline	-1	Order in the deep caves has reached a state of mathematical perfection. Your Earth Master has used this stability to expand the mines with surgical precision.	cave 1|order 5|luck 2|pathearth 4	landgold 50|landprod 50	
4560	The Arcane Void	-2	In a land where wonder has died and the air is heavy and sparkless, your Astral Master has found a way to draw gems from the absolute vacuum of the aether.	waste 1|unmagic 5|luck 3|pathastral 4	4d6vis S|gold 200	
4561	Lush Overgrowth	-1	The relentless drive of nature has forced life into the barren wastes. Nature gems can be found blooming from the skulls of those the desert claimed.	waste 1|growth 5|luck 3|land 1	3d6vis N|gold 100	
